symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
SGP,Công ty Cổ phần Cảng Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
ECI,Công ty Cổ phần Tập đoàn ECI,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
KVC,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
DHC,Công ty Cổ phần Đông Hải Bến Tre,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
IHK,Công ty Cổ phần In Hàng Không,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
CNT,Công ty Cổ phần Tập đoàn CNT,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LCC,Công ty Cổ phần Xi măng Hồng Phong,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
LCD,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LCG,Công ty Cổ phần Lizen,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LQN,Công ty Cổ phần Licogi Quảng Ngãi,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
LCS,Công ty Cổ phần Licogi 16.6,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NSS,Công ty Cổ phần Nông súc sản Đồng Nai,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
LCM,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
LGM,Công ty Cổ phần Giày da và May mặc Xuất khẩu (Legamex),Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
LHG,Công ty Cổ phần Long Hậu,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
LIC,Tổng Công ty LICOGI - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
L12,Công ty Cổ phần Licogi 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LIG,Công ty Cổ phần Licogi 13,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GH3,Công ty Cổ phần Công trình giao thông Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LIX,Công ty Cổ phần Bột Giặt LiX,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
LKW,Công ty Cổ phần Cấp nước Long Khánh,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
LM3,Công ty Cổ phần Lilama 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LM8,Công ty Cổ phần Lilama 18,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
DCS,Công ty Cổ phần Tập đoàn Đại Châu,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
LNC,Công ty Cổ phần Lệ Ninh,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
LO5,Công ty Cổ phần Lilama 5,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
CJC,Công ty Cổ phần Cơ điện Miền Trung,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
KOS,Công ty Cổ phần KOSY,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Thiết bị và Phần cứng,Công nghệ Thông tin,Phần cứng,CT,9000,9500,9570,9572
MAC,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Xe tải & Đóng tàu,CT,2000,2700,2750,2753
MA1,Công ty Cổ phần Thiết bị,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
DHM,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Phân phối thực phẩm & dược phẩm,Bán lẻ,Phân phối dược phẩm,CT,5000,5300,5330,5333
CAT,Công ty Cổ phần Thủy sản Cà Mau,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DTL,Công ty Cổ phần Đại Thiên Lộc,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
LSS,Công ty Cổ phần Mía đường Lam Sơn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CRC,Công ty Cổ phần Create Capital Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MCC,Công ty Cổ phần Gạch ngói cao cấp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MCG,Công ty Cổ phần Năng lượng và Bất động sản MCG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
ICC,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
MCM,Công ty Cổ phần Giống bò sữa Mộc Châu,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MBB,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
MDA,Công ty Cổ phần Môi trường Đô thị Đông Anh,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
MDC,Công ty Cổ phần Than Mông Dương - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
HMD,Công ty Cổ phần Hóa chất Minh Đức,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
VSM,Công ty Cổ phần Container Miền Trung,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GIC,Công ty Cổ phần VSC Green Logistics,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
MED,Công ty Cổ phần Dược Trung ương Mediplantex,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
DGW,Công ty Cổ phần Thế Giới Số,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VBG,Công ty Cổ phần Địa chất Việt Bắc - TKV,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MZG,Công ty Cổ Phần Miza,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
LPB,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
MHL,Công ty Cổ phần Minh Hữu Liên,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
MLC,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Thiết bị và Dịch vụ Y tế,Y tế,Dụng cụ y tế,CT,4000,4500,4530,4537
MML,Công ty Cổ phần Masan MEATLife,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MPT,Công ty Cổ phần Tập đoàn MPT,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
KKC,Công ty Cổ phần Tập đoàn Thành Thái,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
GER,Công ty Cổ phần Thể thao Ngôi sao Geru,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
MSN,Công ty Cổ phần Tập đoàn Masan,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MSR,Công ty Cổ phần Masan High-Tech Materials,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
MTC,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Du lịch & Giải trí,Du lịch và Giải trí,Nhà hàng và quán bar,CT,5000,5700,5750,5757
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
AMS,Công ty Cổ phần Cơ khí Xây dựng AMECC,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
MTP,Công ty Cổ phần Dược Medipharco,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
FTS,Công ty Cổ phần Chứng khoán FPT,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
NJC,Công ty Cổ phần May Nam Định,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
NAC,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
L14,Công ty Cổ phần Licogi 14,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
DTA,Công ty Cổ phần Đệ Tam,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
MEF,Công ty Cổ phần MEINFA,Thiết bị và Dịch vụ Y tế,Y tế,Dụng cụ y tế,CT,4000,4500,4530,4537
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DDM,Công ty Cổ phần Hàng hải Đông Đô,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HPX,Công ty Cổ phần Đầu tư Hải Phát,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TVH,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NAW,Công ty Cổ phần Cấp nước Nghệ An,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
MND,Công ty Cổ phần Môi trường Nam Định,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
NAV,Công ty Cổ phần Nam Việt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
