ticker,group_code,company_name,company_short_name
TNA,VNINDEX,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,XNK Thiên Nam
TNB,UpcomIndex,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Thép Nhà Bè
STH,UpcomIndex,Công ty Cổ phần Phát hành sách Thái Nguyên,Phát hành sách Thái Nguyên
TNC,VNINDEX,Công ty Cổ phần Cao su Thống Nhất,Cao su Thống Nhất
BAX,HNXIndex,Công ty Cổ phần Thống Nhất,Công ty Thống Nhất
TNS,UpcomIndex,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Thép tấm lá Thống Nhất
TNG,HNXIndex,Công ty Cổ phần Đầu tư và Thương mại TNG,Đầu tư và Thương mại TNG
TNI,VNINDEX,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam
TNM,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,XNK và XD Công trình
TNP,UpcomIndex,Công ty Cổ phần Cảng Thị Nại,Cảng Thị Nại
TNT,VNINDEX,Công ty Cổ phần Tập đoàn TNT,Tập đoàn TNT
TCJ,UpcomIndex,Công ty Cổ phần Tô Châu,Tô Châu
TOP,UpcomIndex,Công ty Cổ phần Phân phối Top One,Phân phối Top One
TOT,HNXIndex,Công ty Cổ phần Transimex Logistics,Vận tải Transimex
TPB,VNINDEX,Ngân hàng Thương mại Cổ phần Tiên Phong,TPBank
BCF,HNXIndex,Công ty Cổ phần Thực phẩm Bích Chi,Thực phẩm Bích Chi
TPC,VNINDEX,Công ty Cổ phần Nhựa Tân Đại Hưng,Nhựa Tân Đại Hưng
TPH,HNXIndex,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,In Sách giáo khoa TP.Hà Nội
TPP,HNXIndex,Công ty Cổ phần Tân Phú Việt Nam,Nhựa Tân Phú VN
THP,UpcomIndex,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thủy sản và TMại Thuận Phước
TRA,VNINDEX,Công ty Cổ phần Traphaco,Traphaco
TR1,UpcomIndex,Công ty Cổ phần Vận Tải 1 Traco,Vận Tải 1 Traco
TCD,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,ĐT Phát triển CN và Vận tải
TVW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Trà Vinh,Cấp thoát nước Trà Vinh
TRC,VNINDEX,Công ty Cổ phần Cao su Tây Ninh,Cao su Tây Ninh
TRS,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải và Dịch vụ Hàng Hải
TAR,HNXIndex,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Nông nghiệp CN cao Trung An
TDF,UpcomIndex,Công ty Cổ phần Trung Đô,Xây dựng Trung Đô
TVB,VNINDEX,Công ty Cổ phần Chứng khoán Trí Việt,Chứng khoán Trí Việt
TS4,UpcomIndex,Công ty Cổ phần Thủy sản số 4,Thủy sản số 4
TSB,HNXIndex,Công ty Cổ phần Ắc quy Tia Sáng,Ắc quy Tia Sáng
TSC,VNINDEX,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Kỹ thuật NN Cần Thơ
TSD,UpcomIndex,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch Trường Sơn Coecco
TST,UpcomIndex,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Dịch vụ KT Viễn Thông
TTA,VNINDEX,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,XD và PT Trường Thành
TTB,VNINDEX,Công ty Cổ phần Tập đoàn Tiến Bộ,Tập đoàn Tiến Bộ
TTC,HNXIndex,Công ty Cổ phần Gạch men Thanh Thanh,Gạch men Thanh Thanh
TTT,HNXIndex,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch - Thương Mại Tây Ninh
TTF,VNINDEX,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Gỗ Trường Thành
TTG,UpcomIndex,Công ty Cổ phần May Thanh Trì,May Thanh Trì
HUB,VNINDEX,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây lắp Huế
TRT,UpcomIndex,Công ty Cổ phần RedstarCera,CTCP RedstarCera
TTN,UpcomIndex,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công nghệ và Truyền thông VN
TTP,UpcomIndex,Công ty Cổ phần Bao bì Nhựa Tân Tiến,Bao bì nhựa Tân Tiến
TTZ,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng Tiến Trung
GND,UpcomIndex,Công ty Cổ phần Gạch ngói Đồng Nai,Gạch ngói Đồng Nai
TQW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Cấp thoát nước Tuyên Quang
TV1,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn XD Điện 1
TV2,VNINDEX,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Tư vấn XD Điện 2
TV3,HNXIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Tư vấn XD điện 3
TV4,HNXIndex,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn XD Điện 4
TV6,UpcomIndex,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,TM ĐT xây lắp điện Thịnh Vượng
TVA,UpcomIndex,Công ty cổ phần Sứ Viglacera Thanh Trì,Sứ Viglacera Thanh Trì
TVC,HNXIndex,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tập đoàn Trí Việt
TVD,HNXIndex,Công ty Cổ phần Than Vàng Danh - Vinacomin,Than Vàng Danh
TVG,UpcomIndex,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,XD Giao thông Vận tải
TVP,UpcomIndex,Công ty Cổ phần Dược phẩm TV.Pharm,Dược phẩm TV.Pharm
TVS,VNINDEX,Công ty Cổ phần Chứng khoán Thiên Việt,Chứng khoán Thiên Việt
TNW,UpcomIndex,Công ty Cổ phần Nước sạch Thái Nguyên,Nước sạch Thái Nguyên
TXM,HNXIndex,Công ty Cổ phần VICEM Thạch cao Xi Măng,Thạch cao Xi măng
TYA,VNINDEX,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Dây và Cáp điện Taya
UCT,UpcomIndex,Công ty Cổ phần Đô thị Cần Thơ,Đô thị Cần Thơ
UDC,UpcomIndex,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu
UDJ,UpcomIndex,Công ty Cổ phần Phát triển Đô thị,Becamex UDJ
UEM,UpcomIndex,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Cơ điện Uông Bí - Vinacomin
FCC,UpcomIndex,Công ty Cổ phần Liên hợp Thực phẩm,Liên hợp Thực phẩm
UIC,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Phát triển Nhà và Đô thị IDICO
UMC,UpcomIndex,Công ty Cổ phần Công trình đô thị Nam Định,Công trình đô thị Nam Định
UNI,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Đầu tư và Phát triển Sao Mai Việt
UPC,UpcomIndex,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Cây xanh Vũng Tàu
UPH,UpcomIndex,Công ty Cổ phần Dược phẩm TW25,Dược phẩm TW25
USC,UpcomIndex,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Khảo sát và Xây dựng - USCO
USD,UpcomIndex,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công trình Đô thị Sóc Trăng
V11,UpcomIndex,Công ty Cổ phần Xây dựng số 11,VINACONEX No11
V12,HNXIndex,Công ty Cổ phần Xây dựng số 12,VINACONEX 12
V15,UpcomIndex,Công ty Cổ phần Xây dựng số 15,Vinaconex 15
V21,HNXIndex,Công ty Cổ phần Vinaconex 21,Vinaconex 21
VAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng Việt Á
VAF,VNINDEX,Công ty Cổ phần Phân lân nung chảy Văn Điển,Phân lân Văn Điển
PAT,UpcomIndex,Công ty Cổ phần Phốt pho Apatit Việt Nam,Phốt pho Apatit Việt Nam
VAV,UpcomIndex,Công ty Cổ phần VIWACO,VIWACO
VBC,HNXIndex,"Công ty Cổ phần Nhựa, Bao bì Vinh",Nhựa - Bao bì Vinh
VBH,UpcomIndex,Công ty Cổ phần Điện tử Bình Hòa,Điện tử Bình Hòa
VC1,HNXIndex,Công ty Cổ phần Xây dựng số 1,Xây dựng số 1
VC2,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Đầu tư và Xây dựng VINA2
VC3,HNXIndex,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tập đoàn Nam Mê Kông
VC5,UpcomIndex,Công ty Cổ phần xây dựng số 5,Xây dựng Số 5
VC6,HNXIndex,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons
VC7,HNXIndex,Công ty Cổ phần Tập đoàn BGI,BGI Group
VC9,HNXIndex,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng số 9
VCA,VNINDEX,Công ty Cổ phần Thép VICASA - VNSTEEL,Thép VICASA - VNSTEEL
VCB,VNINDEX,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Vietcombank
VCC,HNXIndex,Công ty Cổ phần Vinaconex 25,Vinaconex 25
CCV,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,XD CN và đô thị Việt Nam
VCF,VNINDEX,Công ty Cổ phần Vinacafe Biên Hòa,Vinacafé Biên Hòa
VCG,VNINDEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,VINACONEX
VIH,UpcomIndex,Công ty Cổ phần Viglacera Hà Nội,Viglacera Hà Nội
CLM,HNXIndex,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Xuất nhập khẩu Than - Vinacomin
VCM,HNXIndex,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,VINACONEX MEC
VCR,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex - ITC
VCS,HNXIndex,Công ty Cổ phần VICOSTONE,VICOSTONE
VCI,VNINDEX,Công ty Cổ phần Chứng khoán Vietcap,Chứng khoán Vietcap
VCT,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn XD Vinaconex
VCX,UpcomIndex,Công ty Cổ phần Xi măng Yên Bình,Xi măng Yên Bình
VDB,UpcomIndex,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Vận tải và CB Than Đông Bắc
VDL,HNXIndex,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm Lâm Đồng
VDN,UpcomIndex,Công ty Cổ phần Vinatex Đà Nẵng,Vinatex Đà Nẵng
VDS,VNINDEX,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán Rồng Việt
VDT,UpcomIndex,Công ty Cổ phần Lưới thép Bình Tây,Lưới thép Bình Tây
VE1,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO 1,VNECO 1
VE2,HNXIndex,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng Điện VNECO 2
VE3,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng điện VNECO 3
VE4,HNXIndex,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng điện VNECO4
VE8,HNXIndex,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng Điện Vneco 8
VE9,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,VNECO 9
VEA,UpcomIndex,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Máy động lực và Máy NN
VEF,UpcomIndex,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Triển lãm Việt Nam
VEC,UpcomIndex,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Điện tử và Tin học VN
VES,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,MÊ CA VNECO
VFC,UpcomIndex,Công ty Cổ phần VINAFCO,Vận tải biển VINAFCO
VFG,VNINDEX,Công ty Cổ phần Khử trùng Việt Nam,Khử trùng Việt Nam
VFR,UpcomIndex,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải Vietfracht
VFS,UpcomIndex,Công ty Cổ phần Chứng khoán Nhất Việt,Chứng khoán Nhất Việt
VGC,VNINDEX,Tổng Công ty Viglacera - Công ty Cổ phần,Tổng Công ty Viglacera
VGP,HNXIndex,Công ty Cổ phần Cảng Rau Quả,Cảng Rau Quả
VGS,HNXIndex,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Ống thép Việt Đức
VUA,UpcomIndex,Công ty Cổ phần Chứng khoán Stanley Brothers,Chứng khoán Stanley Brothers
NDT,UpcomIndex,Tổng Công ty Cổ phần Dệt may Nam Định,Dệt may Nam Định
VHC,VNINDEX,Công ty Cổ phần Vĩnh Hoàn,Thủy sản Vĩnh Hoàn
VHF,UpcomIndex,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Chế biến lương thực Vĩnh Hà
VHG,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
VHH,UpcomIndex,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Kinh doanh nhà Thành Đạt
VHL,HNXIndex,Công ty Cổ phần Viglacera Hạ Long,Viglacera Hạ Long
VIB,VNINDEX,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,VIBBank
VIC,VNINDEX,Tập đoàn Vingroup - Công ty Cổ phần,VinGroup
TVT,VNINDEX,Tổng Công ty Việt Thắng - CTCP,May Việt Thắng
VID,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Viễn Đông
SB1,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,Bia Sài Gòn - Nghệ Tĩnh
PVO,UpcomIndex,Công ty Cổ phần Dầu nhờn PV Oil,Dầu nhờn PV Oil
MBG,HNXIndex,Công ty Cổ phần Tập đoàn MBG,Tập đoàn MBG
VDP,VNINDEX,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm VIDIPHA
VIE,UpcomIndex,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,CN Viễn thông VI TE CO
MVB,HNXIndex,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Mỏ Việt Bắc - TKV
VJC,VNINDEX,Công ty Cổ phần Hàng không Vietjet,Vietjet Air
DVM,HNXIndex,Công ty Cổ phần Dược liệu Việt Nam,Dược liệu Việt Nam
VTD,UpcomIndex,Công ty Cổ phần Vietourist Holdings,Du lịch Vietourist
VTR,UpcomIndex,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Du lịch Vietravel
VIG,HNXIndex,Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam,CK TM và CN Việt Nam
VLC,UpcomIndex,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Chăn nuôi Việt Nam
VIM,UpcomIndex,Công ty Cổ phần Khoáng sản Viglacera,Khoáng sản Viglacera
TVM,UpcomIndex,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Tư vấn đầu tư Mỏ
TMG,UpcomIndex,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Kim loại màu Thái Nguyên - Vimico
VIN,UpcomIndex,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Kho vận ngoại thương VN
DTK,HNXIndex,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Vinacomin Power
VIF,HNXIndex,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam
VHE,HNXIndex,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược liệu và Thực phẩm VN
VHD,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,PT Nhà và Đô thị Vinaconex
VVN,UpcomIndex,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,XD Công nghiệp Việt Nam
KIP,UpcomIndex,Công ty Cổ phần K.I.P Việt Nam,K.I.P Việt Nam
VGT,UpcomIndex,Tập đoàn Dệt May Việt Nam,VINATEX
VMT,UpcomIndex,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Giao nhận Vận tải Miền Trung
VGL,UpcomIndex,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Mạ kẽm công nghiệp Vingal-Vnsteel
VIP,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải Xăng dầu VIPCO
GVT,UpcomIndex,Công ty Cổ phần Giấy Việt Trì,Giấy Việt Trì
VPS,VNINDEX,Công ty Cổ phần Thuốc sát trùng Việt Nam,Thuốc sát trùng Việt Nam
VGR,UpcomIndex,Công ty Cổ phần Cảng xanh VIP,Cảng xanh VIP
VLP,UpcomIndex,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công trình Công cộng Vĩnh Long
VIR,UpcomIndex,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch Vũng Tàu
VSN,UpcomIndex,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,VN Kỹ Nghệ Súc Sản (VISSAN)
VIT,HNXIndex,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tiên Sơn
VWS,UpcomIndex,Công ty Cổ phần Nước và Môi trường Việt Nam,Nước và Môi trường VN
VIW,UpcomIndex,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Đầu tư nước và môi trường VN - Viwaseen
VIX,VNINDEX,Công ty Cổ phần Chứng khoán VIX,Chứng khoán VIX
VKC,UpcomIndex,Công ty Cổ phần VKC Holdings,VKC Holdings
VKP,UpcomIndex,Công ty Cổ phần Nhựa Tân Hóa,Nhựa Tân Hóa
VLA,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,PT Công nghệ Văn Lang
VLF,UpcomIndex,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Lương thực Vĩnh Long
VMC,HNXIndex,Công ty Cổ phần VIMECO,VIMECO
VMD,VNINDEX,Công ty Cổ phần Y Dược phẩm Vimedimex,Y Dược phẩm Vimedimex
VMS,HNXIndex,Công ty Cổ phần Phát triển Hàng Hải,Phát triển Hàng Hải
VMG,UpcomIndex,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vimexco Gas
ABC,UpcomIndex,Công ty Cổ phần Truyền thông VMG,Truyền thông VMG
MGC,UpcomIndex,Công ty Cổ phần Địa chất mỏ - TKV,Địa chất mỏ - TKV
VMA,UpcomIndex,Công ty Cổ phần Công nghiệp Ô tô Vinacomin,CN ô tô Vinacomin
MTS,UpcomIndex,Công ty Cổ phần Vật tư - TKV,Vật tư - TKV
VNA,UpcomIndex,Công ty Cổ phần Vận tải biển Vinaship,Vận tải biển Vinaship
AIC,UpcomIndex,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Bảo hiểm Hàng không
HVN,VNINDEX,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines
VNC,HNXIndex,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL
VGV,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam
CGV,UpcomIndex,Công ty Cổ phần Vinaceglass,Vinaceglass JSC
TMB,HNXIndex,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Than Miền Bắc - Vinacomin
VND,VNINDEX,Công ty Cổ phần Chứng khoán VNDIRECT,Chứng khoán VNDIRECT
VNE,VNINDEX,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam
E12,UpcomIndex,Công ty Cổ phần Xây Dựng Điện VNECO 12,XD Điện VNECO 12
VNF,HNXIndex,Công ty Cổ phần Vinafreight,VINAFREIGHT
BMV,UpcomIndex,Công ty Cổ phần Bột mỳ Vinafood 1,Bột mỳ Vinafood 1
VSF,UpcomIndex,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vinafood 2
VNG,VNINDEX,Công ty Cổ phần Du Lịch Thành Thành Công,DL Thành Thành Công
VNZ,UpcomIndex,Công ty Cổ phần VNG,CTCP VNG
VNH,UpcomIndex,Công ty Cổ phần Đầu tư Việt Việt Nhật,Đầu tư Việt Việt Nhật
VNI,UpcomIndex,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,ĐT BĐS Việt Nam
VNL,VNINDEX,Công ty Cổ phần Logistics Vinalink,Logistics Vinalink
MVN,UpcomIndex,Tổng Công ty Hàng hải Việt Nam - CTCP,TCT Hàng hải Việt Nam
VLG,UpcomIndex,Công ty Cổ phần VIMC Logistics,VIMC Logistics
VNM,VNINDEX,Công ty Cổ phần Sữa Việt Nam,VINAMILK
VPD,VNINDEX,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam
DVN,UpcomIndex,Tổng Công ty Dược Việt Nam - CTCP,Tổng Công ty Dược Việt Nam
VNP,UpcomIndex,Công ty Cổ phần Nhựa Việt Nam,Nhựa Việt Nam
VNR,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tái bảo hiểm Quốc gia
GVR,VNINDEX,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Tập đoàn CN Cao su VN
VNS,VNINDEX,Công ty Cổ phần Ánh Dương Việt Nam,Ánh Dương Việt Nam
TVN,UpcomIndex,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam
VNT,HNXIndex,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải ngoại thương
VXT,UpcomIndex,Công ty Cổ phần Kho vận và dịch vụ thương mại,Kho vận và DV Thương mại
VNY,UpcomIndex,Công ty Cổ phần Thuốc thú y Trung ương I,Thuốc thú y Trung ương I
VNX,UpcomIndex,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại
VOC,UpcomIndex,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Dầu thực vật Việt Nam
VOS,VNINDEX,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải Biển Việt Nam
VSA,HNXIndex,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Đại lý Hàng hải VN
VPB,VNINDEX,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank
VPC,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,V- Power
VPG,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát
VPH,VNINDEX,Công ty Cổ phần Vạn Phát Hưng,Vạn Phát Hưng
VPR,UpcomIndex,Công ty Cổ phần VINAPRINT,VINAPRINT
VPA,UpcomIndex,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP
VPI,VNINDEX,Công ty Cổ phần Đầu tư Văn Phú - Invest,Đầu tư Văn Phú - Invest
VPW,UpcomIndex,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Cấp thoát nước số 1 Vĩnh Phúc
NVP,UpcomIndex,Công ty Cổ phần Nước sạch Vĩnh Phúc,Nước sạch Vĩnh Phúc
VQC,UpcomIndex,Công ty Cổ phần Giám định Vinaconmin,Giám định Vinaconmin
VRC,VNINDEX,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Đầu tư VRC
VRG,UpcomIndex,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,PT Đô thị và KCN Cao su VN
VRE,VNINDEX,Công ty Cổ phần Vincom Retail,Vincom Retail
VSC,VNINDEX,Công ty Cổ phần Container Việt Nam,VICONSHIP
VSE,UpcomIndex,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,DV Đường cao tốc Việt Nam
VSG,UpcomIndex,Công ty Cổ phần Container Phía Nam,Container Phía Nam
VSH,VNINDEX,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Thủy điện Vĩnh Sơn - Sông Hinh
VSI,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Đầu tư và Xây dựng Cấp thoát nước
VST,UpcomIndex,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải và Thuê Tàu biển Việt Nam
VTA,UpcomIndex,Công ty Cổ phần VITALY,Gạch men VITALY
VTB,VNINDEX,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình
VTC,HNXIndex,Công ty Cổ phần Viễn Thông VTC,Viễn thông VTC
VTE,UpcomIndex,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long
VGG,UpcomIndex,Tổng Công Ty Cổ phần May Việt Tiến,May Việt Tiến
VGI,UpcomIndex,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel
VTH,HNXIndex,Công ty Cổ phần Dây cáp điện Việt Thái,Dây cáp điện Việt Thái
VTI,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Sản xuất - XNK Dệt may
VTJ,HNXIndex,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,TM và Đầu tư VINATABA
VTK,UpcomIndex,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn thiết kế Viettel
VTL,UpcomIndex,Công ty Cổ phần Vang Thăng Long,Vang Thăng Long
VTM,UpcomIndex,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin
VTO,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu VITACO,VITACO
VTP,UpcomIndex,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel
VTQ,UpcomIndex,Công ty Cổ phần Việt Trung Quảng Bình,Việt Trung Quảng Bình
VTS,UpcomIndex,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn
VBB,UpcomIndex,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank
DLT,UpcomIndex,Công ty Cổ phần Du lịch và Thương mại - Vinacomin,Du lịch và TM - Vinacomin
VTV,HNXIndex,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM
CAB,UpcomIndex,Công ty Cổ phần Tổng Công ty Truyền hình Cáp Việt Nam,Truyền hình Cáp Việt Nam
VTX,UpcomIndex,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Vận tải Đa phương thức
CLH,HNXIndex,Công ty Cổ phần Xi măng La Hiên VVMI,Xi măng La Hiên
VLW,UpcomIndex,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long
VW3,UpcomIndex,Công ty Cổ phần VIWASEEN3,VIWASEEN.3
VCW,UpcomIndex,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,Đầu tư Nước sạch Sông Đà
VXB,UpcomIndex,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD Bến Tre
VXP,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Thuốc Thú y Trung ương VETVACO
